ID	Place	Group	Originals	SimpleIPA
07.0.217	Nummi	Finnic	'ɑ͟uriŋko	ɑu r i ŋ k o
07.0.218	Loppi	Finnic	p'æ͟ivæ	p æi v æ
07.0.219	Nurmijärvi	Finnic	p'æ͟ivænen	p æi v æ n e n
07.0.219	Nurmijärvi	Finnic	'ɑ͟uriŋko	ɑu r i ŋ k o
07.0.219	Nurmijärvi	Finnic	p'æ͟ivæ	p æi v æ
07.0.220	Hausjärvi	Finnic	p'æ͟ivænen	p æi v æ n e n
07.0.220	Hausjärvi	Finnic	p'æ͟ivæ	p æi v æ
07.0.221	Pornainen	Finnic	'ɑ͟uriŋko	ɑu r i ŋ k o
07.0.222	Orimattila	Finnic	'ɑ͟uriŋko	ɑu r i ŋ k o
07.0.222	Orimattila	Finnic	p'æ͟ivæ	p æi v æ
07.0.223	Myrskylä	Finnic	'ɑ͟uriŋko	ɑu r i ŋ k o
07.0.223	Myrskylä	Finnic	p'æ͟ivæ	p æi v æ
07.0.223	Myrskylä	Finnic	p'æ͟ivænen	p æi v æ n e n
07.0.224	Sippola	Finnic	p'æ͟ivæ	p æi v æ
07.0.224	Sippola	Finnic	'ɑ͟uriŋko	ɑu r i ŋ k o
07.0.225	Luumäki	Finnic	p'æ͟ivæ	p æi v æ
07.0.227	Salla	Finnic	p'æ͟ivæ	p æi v æ
07.0.227	Salla	Finnic	'ɑ͟uriŋko	ɑu r i ŋ k o
07.0.228	Sodankylä	Finnic	p'æ͟ivæ	p æi v æ
07.0.228	Sodankylä	Finnic	'ɑ͟uriŋko	ɑu r i ŋ k o
07.0.229	Kolari	Finnic	p'æ͟ivæ	p æi v æ
07.0.230	Paltamo	Finnic	p'æ͟ivæ	p æi v æ
07.0.230	Paltamo	Finnic	'ɑ͟uriŋko	ɑu r i ŋ k o
07.0.231	Pihtipudas	Finnic	p'æ͟ivæ	p æi v æ
07.0.232	Korpilahti	Finnic	p'æ͟ivæ	p æi v æ
07.0.233	Leppävirta	Finnic	p'æ͟ivæ	p æi v æ
07.0.234	Elimäki	Finnic	'ɑ͟uriŋko	ɑu r i ŋ k o
07.5.501	Esse	Germanic	sō̭l	s o l
07.5.502	Närpes	Germanic	sō̭l	s o l
07.5.503	Kumlinge	Germanic	sō̭l	s o l
07.5.504	Pargas	Germanic	sō̭l	s o l
07.5.505	Tenala	Germanic	sō̭l	s o l
07.5.506	Strömfors	Germanic	sō̭l	s o l
07.9.901	Utsjoki	Lapp	p'e͟εj̄vī	p eε j v i
07.9.902	Sevettijärvi	Lapp	p'e͟εj̄vī	p eε j v i
07.9.903	Enontekiö	Lapp	p'e͟εj̄vī	p eε j v i
07.9.904	Inari	Lapp	p'e͟εj̄vī	p eε j v i
07.9.905	Nellim	Lapp	p'e͟εj̄vī	p eε j v i
07.9.923	Polmak	Lapp	pe͟εjvaʃ	p eε j v a ʃ
07.9.924	Tana	Lapp	pe͟εjvaʃ	p eε j v a ʃ
07.9.925	Nesseby	Lapp	p'e͟εj̄vī	p eε j v i
07.9.926	Manndalen	Lapp	p'e͟εj̄vī	p eε j v i
07.9.927	Kvænangen	Lapp	pe͟εjvaʃ	p eε j v a ʃ
07.9.928	Kautokeino	Lapp	pe͟εjvaʃ	p eε j v a ʃ
07.9.929	Karasjok	Lapp	pe͟εjvaʃ	p eε j v a ʃ
07.9.930	Skånland	Lapp	p'e͟εj̄vī	p eε j v i
07.9.932	Tysfjord	Lapp	p'e͟εj̄vī	p eε j v i
07.9.933	Grane	Lapp	p'e͟εj̄vī	p eε j v i
07.9.934	Røyrvik	Lapp	p'e͟εj̄vī	p eε j v i
07.9.935	Riasten	Lapp	p'e͟εj̄vī	p eε j v i
07.9.941	Jukkasjärvi	Lapp	p'e͟εj̄vī	p eε j v i
07.9.942	Karesuando	Lapp	p'e͟εj̄vī	p eε j v i
07.9.943	Gällivare	Lapp	pe͟εjvaʃ	p eε j v a ʃ
07.9.943	Gällivare	Lapp	p'e͟εj̄vī	p eε j v i
07.9.944	Norra Tärna	Lapp	p'e͟εj̄vī	p eε j v i
07.9.945	Arjeplog	Lapp	p'e͟εj̄vī	p eε j v i
07.9.946	Jokkmokk	Lapp	p'e͟εj̄vī	p eε j v i
07.9.946	Jokkmokk	Lapp	pe͟εjvaʃ	p eε j v a ʃ
07.9.947	Tärna, Stensele	Lapp	p'e͟εj̄vī	p eε j v i
07.9.948	Sorsele	Lapp	p'e͟εj̄vī	p eε j v i
07.9.949	Arvidsjaur	Lapp	p'e͟εj̄vī	p eε j v i
07.9.951	Vilhelmina Risbäck	Lapp	p'e͟εj̄vī	p eε j v i
07.9.952	Offerdal	Lapp	p'e͟εj̄vī	p eε j v i
07.9.954	Tännäs Idre	Lapp	p'e͟εj̄vī	p eε j v i
07.9.981	Tuloma	Lapp	p'e͟εj̄vī	p eε j v i
07.9.982	Lovozero	Lapp	p'e͟εj̄vī	p eε j v i
07.9.983	Varzino	Lapp	p'e͟εj̄vī	p eε j v i
07.9.984	Iokan'ga	Lapp	p'e͟εj̄vī	p eε j v i
07.9.985	Babino	Lapp	p'e͟εj̄vī	p eε j v i
08.0.002	Nort-Leulinghen	Romance	sɔl'εj	s ɔ l ε j
08.0.003	Torcy	Romance	sɔl'εj	s ɔ l ε j
08.0.004	Verquineul	Romance	sɔl'εj	s ɔ l ε j
08.0.005	Templeuve-en-Pévèle	Romance	sɔl'εj	s ɔ l ε j
08.0.006	La Longuiville	Romance	sɔl'εj	s ɔ l ε j
08.0.007	Lanchères	Romance	sɔl'εj	s ɔ l ε j
08.0.008	Candas	Romance	sɔl'εj	s ɔ l ε j
08.0.009	Vélu	Romance	sɔl'εj	s ɔ l ε j
08.0.010	Maurois	Romance	sɔl'εj	s ɔ l ε j
08.0.011	Glageon	Romance	sɔl'εj	s ɔ l ε j
08.0.012	St. Vaast Dieppedalle	Romance	sɔl'εj	s ɔ l ε j
08.0.013	Bellengreville	Romance	sɔl'εj	s ɔ l ε j
08.0.014	Blangy-sous-Poix	Romance	sɔl'εj	s ɔ l ε j
08.0.015	Vrély	Romance	sɔl'εj	s ɔ l ε j
08.0.016	Vermand	Romance	sɔl'εj	s ɔ l ε j
08.0.017	Dizy-le-Gros	Romance	sɔl'εj	s ɔ l ε j
08.0.018	Sormonne	Romance	sɔl'εj	s ɔ l ε j
08.0.019	La Frenaye	Romance	sɔl'εj	s ɔ l ε j
08.0.020	Bertrimont	Romance	sɔl'εj	s ɔ l ε j
08.0.021	Beaubec-la-Rosière	Romance	sɔl'εj	s ɔ l ε j
08.0.022	Plainval	Romance	sɔl'εj	s ɔ l ε j
08.0.023	Jaulzy	Romance	sɔl'εj	s ɔ l ε j
08.0.024	Suzy	Romance	sɔl'εj	s ɔ l ε j
08.0.025	Le Châtelet	Romance	sɔl'εj	s ɔ l ε j
08.0.026	Haraucourt	Romance	sɔl'εj	s ɔ l ε j
08.0.027	Thil	Romance	sɔl'εj	s ɔ l ε j
08.0.028	Fresville	Romance	sɔl'εj	s ɔ l ε j
08.0.029	Créances	Romance	sɔl'εj	s ɔ l ε j
08.0.030	Feuguerolles-sur-Orne	Romance	sɔl'εj	s ɔ l ε j
08.0.031	St. Christophe-sur-Condé	Romance	sɔl'εj	s ɔ l ε j
08.0.032	Barc	Romance	sɔl'εj	s ɔ l ε j
08.0.033	Liancourt St. Pierre	Romance	sɔl'εj	s ɔ l ε j
08.0.034	St. Martin-Longeau	Romance	sɔl'εj	s ɔ l ε j
08.0.035	Marolles	Romance	sɔl'εj	s ɔ l ε j
08.0.036	Chartèves	Romance	sɔl'εj	s ɔ l ε j
08.0.037	Verzenay	Romance	sɔl'εj	s ɔ l ε j
08.0.038	Aubréville	Romance	sɔl'εj	s ɔ l ε j
08.0.039	Eix	Romance	sɔl'εj	s ɔ l ε j
08.0.040	Quetteville	Romance	sɔl'εj	s ɔ l ε j
08.0.041	Clecy	Romance	sɔl'εj	s ɔ l ε j
08.0.042	La Chapelle-Yvon	Romance	sɔl'εj	s ɔ l ε j
08.0.043	Breux-sur-Avre	Romance	sɔl'εj	s ɔ l ε j
08.0.044	Gommecourt	Romance	sɔl'εj	s ɔ l ε j
08.0.045	Le Plesis-Robinson	Romance	sɔl'εj	s ɔ l ε j
08.0.046	Sammeron	Romance	sɔl'εj	s ɔ l ε j
08.0.047	Linthes	Romance	sɔl'εj	s ɔ l ε j
08.0.048	Courtisols	Romance	sɔl'εj	s ɔ l ε j
08.0.049	Sommelonne	Romance	sɔl'εj	s ɔ l ε j
08.0.050	Fresnes-au-Mont	Romance	sɔl'εj	s ɔ l ε j
08.0.051	Moncel-Sur-Seille	Romance	sɔl'εj	s ɔ l ε j
08.0.052	Plouvara	Romance	sɔl'εj	s ɔ l ε j
08.0.053	Trévron	Romance	sɔl'εj	s ɔ l ε j
08.0.054	Vieux-Viel	Romance	sɔl'εj	s ɔ l ε j
08.0.055	Dompierre	Romance	sɔl'εj	s ɔ l ε j
08.0.056	Héloup	Romance	sɔl'εj	s ɔ l ε j
08.0.057	Réveillon	Romance	sɔl'εj	s ɔ l ε j
08.0.058	Droue	Romance	sɔl'εj	s ɔ l ε j
08.0.059	Ormoy-la-Rivière	Romance	sɔl'εj	s ɔ l ε j
08.0.060	Chailly-en-Bière	Romance	sɔl'εj	s ɔ l ε j
08.0.061	Longueville	Romance	sɔl'εj	s ɔ l ε j
08.0.062	Saint-Étienne	Romance	sɔl'εj	s ɔ l ε j
08.0.063	Drosnay	Romance	sɔl'εj	s ɔ l ε j
08.0.064	Tréveray	Romance	sɔl'εj	s ɔ l ε j
08.0.065	Crépey	Romance	sɔl'εj	s ɔ l ε j
08.0.066	Igney	Romance	sɔl'εj	s ɔ l ε j
08.0.067	Uzel	Romance	sɔl'εj	s ɔ l ε j
08.0.068	l'Hermitage	Romance	sɔl'εj	s ɔ l ε j
08.0.069	Saint-Melaine-sur-Vilaine	Romance	sɔl'εj	s ɔ l ε j
08.0.070	Le Genest-Saint-Isle	Romance	sɔl'εj	s ɔ l ε j
08.0.071	Domfront-en-Champagne	Romance	sɔl'εj	s ɔ l ε j
08.0.072	Boëssé-le-Sec	Romance	sɔl'εj	s ɔ l ε j
08.0.073	Saint-Christophe	Romance	sɔl'εj	s ɔ l ε j
08.0.074	Montigny-La-Brosse	Romance	sɔl'εj	s ɔ l ε j
08.0.075	Chenou	Romance	sɔl'εj	s ɔ l ε j
08.0.076	Molinons	Romance	sɔl'εj	s ɔ l ε j
08.0.077	Rouilly-Saint-Loup	Romance	sɔl'εj	s ɔ l ε j
08.0.078	Baroville	Romance	sɔl'εj	s ɔ l ε j
08.0.079	Illoud	Romance	sɔl'εj	s ɔ l ε j
08.0.080	Les Voivres	Romance	sɔl'εj	s ɔ l ε j
08.0.081	Champ-le-Duc	Romance	sɔl'εj	s ɔ l ε j
08.0.082	Plumelec	Romance	sɔl'εj	s ɔ l ε j
08.0.083	Messac	Romance	sɔl'εj	s ɔ l ε j
08.0.084	Congrier	Romance	sɔl'εj	s ɔ l ε j
08.0.085	Villaines-sous-Malicorne	Romance	sɔl'εj	s ɔ l ε j
08.0.086	Saint-Pierre-du-Lorouër	Romance	sɔl'εj	s ɔ l ε j
08.0.087	St. Ouen	Romance	sɔl'εj	s ɔ l ε j
08.0.088	Saint-Ay	Romance	sɔl'εj	s ɔ l ε j
08.0.089	Poilly	Romance	sɔl'εj	s ɔ l ε j
08.0.090	La Celle-St. Cyr	Romance	sɔl'εj	s ɔ l ε j
08.0.091	Maligny	Romance	sɔl'εj	s ɔ l ε j
08.0.092	Crusy-le-Châtel	Romance	sɔl'εj	s ɔ l ε j
08.0.093	Cour-L'Evêque	Romance	srøj'ø	s r ø j ø
08.0.094	Coiffy-le-Haut	Romance	ʃod'ε	ʃ o d ε
08.0.094	Coiffy-le-Haut	Romance	ʃod'o	ʃ o d o
08.0.095	Conflans-sur-Lanterne	Romance	sɔl'εj	s ɔ l ε j
08.0.096	Rouge Goutte	Romance	sɔl'εj	s ɔ l ε j
08.0.097	Besné	Romance	sɔl'εj	s ɔ l ε j
08.0.098	Issé	Romance	sɔl'εj	s ɔ l ε j
08.0.099	Avrillé	Romance	sɔl'εj	s ɔ l ε j
08.0.100	Bocé	Romance	sɔl'εj	s ɔ l ε j
08.0.101	St. Antoine du Rocher	Romance	sɔl'εj	s ɔ l ε j
08.0.102	Suèvres	Romance	sɔl'εj	s ɔ l ε j
08.0.103	Nouan-le-Fuzelier	Romance	sɔl'εj	s ɔ l ε j
08.0.104	Cernoy-en-Berry	Romance	sɔl'εj	s ɔ l ε j
08.0.105	Oudan	Romance	sɔl'εj	s ɔ l ε j
08.0.106	Magny	Romance	sɔl'εj	s ɔ l ε j
08.0.107	Gissey-sous-Flavigny	Romance	sɔl'εj	s ɔ l ε j
08.0.108	Champlitte	Romance	ʃod'ε	ʃ o d ε
08.0.108	Champlitte	Romance	ʃod'o	ʃ o d o
08.0.109	Fresne-Saint-Mamès	Romance	ʃo	ʃ o
08.0.110	Villers-la-Ville	Romance	sɔl'εj	s ɔ l ε j
08.0.111	Chémèré	Romance	sɔl'εj	s ɔ l ε j
08.0.112	Gorges	Romance	sɔl'εj	s ɔ l ε j
08.0.113	Chemillé	Romance	sɔl'εj	s ɔ l ε j
08.0.114	St. Nicolas-de-Bourgueil	Romance	sɔl'εj	s ɔ l ε j
08.0.115	Marcé-sur-Esves	Romance	sɔl'εj	s ɔ l ε j
08.0.116	La Vernelle	Romance	sɔl'εj	s ɔ l ε j
08.0.117	Berry-Bouy	Romance	sɔl'εj	s ɔ l ε j
08.0.118	Azy	Romance	sɔl'εj	s ɔ l ε j
08.0.119	Parigny-les-Vaux	Romance	sɔl'εj	s ɔ l ε j
08.0.120	St. Martin-de-la-Mer	Romance	sɔl'εj	s ɔ l ε j
08.0.121	Morey	Romance	sɔl'εj	s ɔ l ε j
08.0.122	Amange	Romance	sɔl'εj	s ɔ l ε j
08.0.123	Bouclans	Romance	sɔl'εj	s ɔ l ε j
08.0.124	Avoudrey	Romance	sɔl'εj	s ɔ l ε j
08.0.125	Givrand	Romance	sɔl'εj	s ɔ l ε j
08.0.126	La Verrie	Romance	sɔl'εj	s ɔ l ε j
08.0.127	Oroux	Romance	sɔl'εj	s ɔ l ε j
08.0.128	Dissay	Romance	sɔl'εj	s ɔ l ε j
08.0.129	St. Genou	Romance	sɔl'εj	s ɔ l ε j
08.0.130	Neuvy-Pailloux	Romance	sɔl'εj	s ɔ l ε j
08.0.131	Bruère	Romance	sɔl'εj	s ɔ l ε j
08.0.132	Marcigny	Romance	sɔl'εj	s ɔ l ε j
08.0.133	Luzy	Romance	sɔl'εj	s ɔ l ε j
08.0.134	Mesvres	Romance	sɔl'εj	s ɔ l ε j
08.0.135	Thurey	Romance	sɔl'εj	s ɔ l ε j
08.0.136	Montain	Romance	ʃo	ʃ o
08.0.137	La Rivière	Romance	sɔl'εj	s ɔ l ε j
08.0.138	Talmont-Saint-Hilaire	Romance	sɔl'εj	s ɔ l ε j
08.0.139	Charzais	Romance	sɔl'εj	s ɔ l ε j
08.0.140	Pamproux	Romance	sɔl'εj	s ɔ l ε j
08.0.141	Sillars	Romance	sɔl'εj	s ɔ l ε j
08.0.142	Chaillac	Romance	sɔl'εj	s ɔ l ε j
08.0.143	Culan	Romance	sɔl'εj	s ɔ l ε j
08.0.144	Désertines	Romance	sɔl'εj	s ɔ l ε j
08.0.145	Souvigny	Romance	sɔl'εj	s ɔ l ε j
08.0.146	Chassy	Romance	sɔl'εj	s ɔ l ε j
08.0.147	Préty	Romance	sɔl'εj	s ɔ l ε j
08.0.148	St. Amour	Romance	sɔl'εj	s ɔ l ε j
08.0.149	Morbier	Romance	sɔl'εj	s ɔ l ε j
08.0.150	Sainte-Marie-de-Ré	Romance	sɔl'εj	s ɔ l ε j
08.0.151	Clavette	Romance	sɔl'εj	s ɔ l ε j
08.0.152	Prissé-la-Charrière	Romance	sɔl'εj	s ɔ l ε j
08.0.153	Blanzay	Romance	sɔl'εj	s ɔ l ε j
08.0.154	Châteauponsac	Romance	sɔl'εj	s ɔ l ε j
08.0.155	Dun-le-Pallestel	Romance	sɔl'εj	s ɔ l ε j
08.0.156	Auzances	Romance	sɔl'εj	s ɔ l ε j
08.0.157	Chantelle	Romance	sɔl'εj	s ɔ l ε j
08.0.158	Ambierle	Romance	sɔl'εj	s ɔ l ε j
08.0.159	Cours-la-Ville	Romance	sɔl'εj	s ɔ l ε j
08.0.160	Replonges	Romance	sɔl'εj	s ɔ l ε j
08.0.161	Brion	Romance	sɔl'εj	s ɔ l ε j
08.0.162	St. Pierre de Rumilly	Romance	fεl'ø	f ε l ø
08.0.163	Sixt-Fer-à-Cheval	Romance	sɔl'εj	s ɔ l ε j
08.0.164	La Cotinière	Romance	sɔl'εj	s ɔ l ε j
08.0.165	Cabariot	Romance	sɔl'εj	s ɔ l ε j
08.0.166	Varaize	Romance	sɔl'εj	s ɔ l ε j
08.0.167	Saint Groux	Romance	sɔl'εj	s ɔ l ε j
08.0.168	Limoges	Romance	sɔl'εj	s ɔ l ε j
08.0.169	Eymoutiers	Romance	sɔl'εj	s ɔ l ε j
08.0.170	Saint-Quentin-la-Chabanne	Romance	su(l)	s u l
08.0.171	Pontgibaud	Romance	su(l)	s u l
08.0.172	Thiers	Romance	sɔl'εj	s ɔ l ε j
08.0.173	Néronde	Romance	sɔl'εj	s ɔ l ε j
08.0.174	Villars-enDombes	Romance	sɔl'εj	s ɔ l ε j
08.0.175	Thézillieu	Romance	sɔl'εj	s ɔ l ε j
08.0.176	Thônes	Romance	ʃod'o	ʃ o d o
08.0.176	Thônes	Romance	ʃod'ε	ʃ o d ε
08.0.177	Chamonix	Romance	sɔl'εj	s ɔ l ε j
08.0.178	Saint-Vivien-de-Médoc	Romance	sɔl'εj	s ɔ l ε j
08.0.179	Guitinières	Romance	sɔl'εj	s ɔ l ε j
08.0.180	Angeduc	Romance	sɔl'εj	s ɔ l ε j
08.0.181	St. Pardoux-la-Rivière	Romance	sɔl'εj	s ɔ l ε j
08.0.182	Coussac-Bonneval	Romance	sɔl'εj	s ɔ l ε j
08.0.183	Meymac	Romance	sɔl'εj	s ɔ l ε j
08.0.184	Mont-Dore	Romance	su(l)	s u l
08.0.185	St. Germain-Lembron	Romance	sɔl'εj	s ɔ l ε j
08.0.186	St. Bonnet-le-Château	Romance	su(l)	s u l
08.0.187	Clonas	Romance	sɔl'εj	s ɔ l ε j
08.0.188	Saint-Jean-de-Bournay	Romance	sɔl'εj	s ɔ l ε j
08.0.189	Chignin	Romance	sɔl'εj	s ɔ l ε j
08.0.190	Bozel	Romance	sɔl'εj	s ɔ l ε j
08.0.191	Bessans	Romance	sɔl'εj	s ɔ l ε j
08.0.192	Cissac-Médoc	Romance	sɔl'εj	s ɔ l ε j
08.0.193	St. Savin	Romance	sɔl'εj	s ɔ l ε j
08.0.194	Bourgnac	Romance	sɔl'εj	s ɔ l ε j
08.0.195	St. Pierre-de-Chignac	Romance	sɔl'εj	s ɔ l ε j
08.0.196	Larche	Romance	sɔl'εj	s ɔ l ε j
08.0.197	Pléaux	Romance	sɔl'εj	s ɔ l ε j
08.0.198	Massiac	Romance	sɔl'εj	s ɔ l ε j
08.0.199	Paulhaguet	Romance	sɔl'εj	s ɔ l ε j
08.0.200	Riotord	Romance	sɔl'εj	s ɔ l ε j
08.0.201	St. Nazeire-en-Royans	Romance	sɔl'εj	s ɔ l ε j
08.0.202	Sassenage	Romance	sɔl'εj	s ɔ l ε j
08.0.203	Saint-Martin-de-la-Porte	Romance	sɔl'εj	s ɔ l ε j
08.0.204	Lanslebourg	Romance	sɔl'εj	s ɔ l ε j
08.0.205	Lacanau	Romance	su(l)	s u l
08.0.206	Targon	Romance	sɔl'εj	s ɔ l ε j
08.0.207	Vélines	Romance	sɔl'εj	s ɔ l ε j
08.0.208	Le Bugue	Romance	sɔl'εj	s ɔ l ε j
08.0.209	Gramat	Romance	sɔl'εj	s ɔ l ε j
08.0.210	Saint-Mamet-la-Salvetat	Romance	sɔl'εj	s ɔ l ε j
08.0.211	Laguiole	Romance	sɔl'εj	s ɔ l ε j
08.0.212	Langogne	Romance	sɔl'εj	s ɔ l ε j
08.0.213	Burzet	Romance	sɔl'εj	s ɔ l ε j
08.0.214	Marsanne	Romance	sɔl'εj	s ɔ l ε j
08.0.215	Monestier-de-Clermont	Romance	sɔl'εj	s ɔ l ε j
08.0.216	St. Firmin	Romance	sɔl'εj	s ɔ l ε j
08.0.217	Aiguilles	Romance	sɔl'εj	s ɔ l ε j
08.0.218	La Teste-de-Buch	Romance	su(l)	s u l
08.0.219	St. Côme	Romance	sɔl'εj	s ɔ l ε j
08.0.220	Seyches	Romance	sɔl'εj	s ɔ l ε j
08.0.221	Tournon d' Agenais	Romance	sɔl'εj	s ɔ l ε j
08.0.222	Rieupeyroux	Romance	sɔl'εj	s ɔ l ε j
08.0.223	Conques	Romance	sɔl'εj	s ɔ l ε j
08.0.224	Séverac-le-Château	Romance	sɔl'εj	s ɔ l ε j
08.0.225	Villefort	Romance	sɔl'εj	s ɔ l ε j
08.0.226	Vogüe	Romance	sɔl'εj	s ɔ l ε j
08.0.227	Pierrelatte	Romance	sɔl'εj	s ɔ l ε j
08.0.228	Veynes	Romance	sɔl'εj	s ɔ l ε j
08.0.229	Chorges	Romance	sɔl'εj	s ɔ l ε j
08.0.230	Barcelonnette	Romance	sɔl'εj	s ɔ l ε j
08.0.231	Mézos	Romance	su(l)	s u l
08.0.232	Luxey	Romance	sɔl'εj	s ɔ l ε j
08.0.233	Mézin	Romance	sɔl'εj	s ɔ l ε j
08.0.234	Moissac	Romance	sɔl'εj	s ɔ l ε j
08.0.235	Laguépie	Romance	sɔl'εj	s ɔ l ε j
08.0.236	Valderiès	Romance	sɔl'εj	s ɔ l ε j
08.0.237	St. Rome de Tarn	Romance	sɔl'εj	s ɔ l ε j
08.0.238	Florac	Romance	sɔl'εj	s ɔ l ε j
08.0.239	Uzès	Romance	sɔl'εj	s ɔ l ε j
08.0.240	Courthézon	Romance	sɔl'εj	s ɔ l ε j
08.0.241	St. Etienne les Orgues	Romance	sɔl'εj	s ɔ l ε j
08.0.242	La Javie	Romance	sɔl'εj	s ɔ l ε j
08.0.243	Saint-Sauveur-sur-Tinée	Romance	sɔl'εj	s ɔ l ε j
08.0.244	Fontan	Romance	sɔl'εj	s ɔ l ε j
08.0.245	Soustons	Romance	su(l)	s u l
08.0.246	Tartas	Romance	su(l)	s u l
08.0.247	Eauze	Romance	sɔl'εj	s ɔ l ε j
08.0.248	Jégun	Romance	sɔl'εj	s ɔ l ε j
08.0.249	Grisolles	Romance	sɔl'εj	s ɔ l ε j
08.0.250	Brousse	Romance	sɔl'εj	s ɔ l ε j
08.0.251	Belmont	Romance	sɔl'εj	s ɔ l ε j
08.0.252	Lodève	Romance	sɔl'εj	s ɔ l ε j
08.0.253	Les Matelles	Romance	sɔl'εj	s ɔ l ε j
08.0.254	Aramon	Romance	sɔl'εj	s ɔ l ε j
08.0.255	Vaucluse	Romance	sɔl'εj	s ɔ l ε j
08.0.256	Gréoux	Romance	sɔl'εj	s ɔ l ε j
08.0.257	Castellane	Romance	sɔl'εj	s ɔ l ε j
08.0.258	Plan du Var	Romance	sɔl'εj	s ɔ l ε j
08.0.259	Menton	Romance	sɔl'εj	s ɔ l ε j
08.0.260	Biarritz	Romance	sɔl'εj	s ɔ l ε j
08.0.261	Artix	Romance	su(l)	s u l
08.0.262	St. Martin	Romance	sɔl'εj	s ɔ l ε j
08.0.263	Lombez	Romance	sɔl'εj	s ɔ l ε j
08.0.264	Léguevin	Romance	sɔl'εj	s ɔ l ε j
08.0.265	Revel	Romance	sɔl'εj	s ɔ l ε j
08.0.266	St. Pons	Romance	sɔl'εj	s ɔ l ε j
08.0.267	Paulhan	Romance	sɔl'εj	s ɔ l ε j
08.0.268	Aigues-Mortes	Romance	sɔl'εj	s ɔ l ε j
08.0.269	Martigues	Romance	sɔl'εj	s ɔ l ε j
08.0.270	Gardanne	Romance	sɔl'εj	s ɔ l ε j
08.0.271	Le Luc	Romance	sɔl'εj	s ɔ l ε j
08.0.272	Le Cannet	Romance	sɔl'εj	s ɔ l ε j
08.0.273	Nay	Romance	sɔl'εj	s ɔ l ε j
08.0.274	Lannemezan	Romance	sɔl'εj	s ɔ l ε j
08.0.275	Matres-Tolosane	Romance	sɔl'εj	s ɔ l ε j
08.0.276	Saverdun	Romance	sɔl'εj	s ɔ l ε j
08.0.277	Ladern	Romance	sɔl'εj	s ɔ l ε j
08.0.278	Lézignan	Romance	sɔl'εj	s ɔ l ε j
08.0.279	La Ciotat	Romance	sɔl'εj	s ɔ l ε j
08.0.280	Hyères	Romance	sɔl'εj	s ɔ l ε j
08.0.281	Aas	Romance	su(l)	s u l
08.0.282	Tramezaïgues	Romance	su(l)	s u l
08.0.283	Castillon-en-Couserans	Romance	sɔl'εj	s ɔ l ε j
08.0.284	Mérens	Romance	sɔl'εj	s ɔ l ε j
08.0.285	Axat	Romance	sɔl'εj	s ɔ l ε j
08.0.286	Sigean	Romance	sɔl'εj	s ɔ l ε j
08.0.287	Olette	Romance	su(l)	s u l
08.0.288	Ille-sur-Têt	Romance	sɔl'εj	s ɔ l ε j
08.0.289	Arles-sur-Tech	Romance	su(l)	s u l
08.0.290	Rivesaltes	Romance	su(l)	s u l
08.0.291	Collioure	Romance	su(l)	s u l
08.0.801	Bollezeele	Germanic	z'Ωnǝ	z ɔ n ǝ
08.5.501	Vico	Romance	z'ɔlε	z ɔ l ε
08.5.502	Calenzana	Romance	z'ɔε	z ɔ ε
08.5.503	Venaco	Romance	z'ɔlε	z ɔ l ε
08.5.504	Pozzo-Brando	Romance	z'ɔlε	z ɔ l ε
08.5.505	Cervione	Romance	z'ɔlε	z ɔ l ε
08.5.506	Bastelicaccia	Romance	t͟ʃ'eli	tʃ e l i
08.5.507	Sotta	Romance	z'ɔlε	z ɔ l ε
08.7.701	Briec	Celtic	'εol	ε o l
08.7.702	Guiclan	Celtic	'εol	ε o l
08.7.703	Langonnet	Celtic	h'εol	h ε o l
08.7.704	Plougrescant	Celtic	'ε̄wǝl	ε w ǝ l
08.7.705	St. Nicolas du Pelem	Celtic	x’'ɔ̭̄l	x ɔ l
08.7.706	St. Jean Brévelay	Celtic	joul	j o u l
08.8.802	Rodemack	Germanic	su̬n	s u n
08.8.803	Guessling	Germanic	su̬n	s u n
08.8.804	Petit-Réderching	Germanic	su̬n	s u n
08.8.805	Arxviller	Germanic	su̬n	s u n
08.8.806	Gunstett	Germanic	su̬n	s u n
08.8.807	Meistratzheim	Germanic	su̬n	s u n
08.8.808	Turckheim	Germanic	su̬n	s u n
08.8.809	Grentzingen	Germanic	su̬n	s u n
08.9.901	Sare	Basque	iɣuskia	i ɣ u s k i a
08.9.902	Saint-Étienne-de-Baïgorry	Basque	iɣuskia	i ɣ u s k i a
08.9.903	Tardets-Sorholus	Basque	εkhía	ε k h i a
08.9.904	Arberatze-Oragarre	Basque	εkhía	ε k h i a
09.0.001	Thropton	Germanic	sʌn	s ʌ n
09.0.002	Brigham	Germanic	sʌn	s ʌ n
09.0.003	Abbeytown	Germanic	sʌn	s ʌ n
09.0.004	Staveley-in-Kendal	Germanic	f'ɨ̄bε	f ɨ b ε
09.0.004	Staveley-in-Kendal	Germanic	sʌn	s ʌ n
09.0.005	Great Strickland	Germanic	sʌn	s ʌ n
09.0.006	Allendale	Germanic	sʌn	s ʌ n
09.0.007	Muker	Germanic	sʌn	s ʌ n
09.0.008	Witton-le-Wear	Germanic	sʌn	s ʌ n
09.0.009	Skelton	Germanic	sʌn	s ʌ n
09.0.010	Pilling	Germanic	sʌn	s ʌ n
09.0.011	Kingsley	Germanic	sʌn	s ʌ n
